round_id,pipeline_version,started_at,status,target_method,base_query,final_query,query_width_k,decision_width,guardian_order_by,total_available,candidates_retrieved,candidates_filtered,scored_count,unique_scored,duplicate_scored,unique_rate,tier_a_count,tier_b_count,near_miss_count,reward_R,reward_V,goldmine_triggered,phase,failure_stage,failure_message
58,v3,2026-04-05T06:08:03.342236+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"") AND (introduced OR trialled OR ""scale up"" OR mandated OR launched OR ""decided to"" OR approved OR rollout OR ""will introduce"" OR ""plans to"" OR implemented OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"") AND (introduced OR trialled OR ""scale up"" OR mandated OR launched OR ""decided to"" OR approved OR rollout OR ""will introduce"" OR ""plans to"" OR implemented OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",5,12,newest,2005,250,227,1,1,226,0.004405286343612335,0,1,0,-0.004547907488986784,0.02,True,2,,
59,v3,2026-04-05T06:08:17.346622+00:00,completed,rct,"(""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT) AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT) AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",3,16,relevance,77,77,73,0,0,73,0.0,0,0,0,-0.0075,0.0,False,2,,
60,v3,2026-04-05T06:08:20.554858+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,16,relevance,2409,250,234,0,0,234,0.0,0,0,0,-0.0075,0.0,False,2,,
61,v3,2026-04-05T06:08:30.270478+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"" OR ""one city"" OR ""pilot area"" OR ""local authority pilot"") AND (trialled OR scrapped OR evaluation OR expanded OR mandated OR approved OR launched OR ""decided to"" OR implemented OR ""will introduce"" OR ""plans to"" OR rollout) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"" OR ""one city"" OR ""pilot area"" OR ""local authority pilot"") AND (trialled OR scrapped OR evaluation OR expanded OR mandated OR approved OR launched OR ""decided to"" OR implemented OR ""will introduce"" OR ""plans to"" OR rollout) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,12,newest,2336,250,223,24,24,199,0.10762331838565023,0,12,5,0.013280717488789244,0.48,True,3,,
62,v3,2026-04-05T06:18:07.246225+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",3,16,relevance,1689,250,239,0,0,239,0.0,0,0,0,-0.0075,0.0,False,3,,
63,v3,2026-04-05T06:18:14.504811+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"" OR ""one city"" OR ""pilot area"" OR ""local authority pilot"") AND (trialled OR scrapped OR introduced OR ""will introduce"" OR ""rolled out"" OR approved OR implemented OR expanded OR pilot OR rollout OR ""decided to"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"" OR ""one city"" OR ""pilot area"" OR ""local authority pilot"") AND (trialled OR scrapped OR introduced OR ""will introduce"" OR ""rolled out"" OR approved OR implemented OR expanded OR pilot OR rollout OR ""decided to"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,12,relevance,1873,250,233,11,11,222,0.04721030042918455,1,5,2,0.07568519313304721,0.22,True,3,,
64,v3,2026-04-05T06:22:04.880395+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"") AND (rollout OR ""will introduce"" OR introduced OR implemented OR trialled OR ""rolled out"" OR expanded OR approved OR launched OR mandated OR ""scale up"" OR ""plans to"") AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"") AND (rollout OR ""will introduce"" OR introduced OR implemented OR trialled OR ""rolled out"" OR expanded OR approved OR launched OR mandated OR ""scale up"" OR ""plans to"") AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",3,12,newest,1333,250,234,12,12,222,0.05128205128205128,0,4,0,-0.012492307692307691,0.24,True,3,,
65,v3,2026-04-05T06:28:25.108396+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"" OR ""one city"" OR ""pilot area"" OR ""local authority pilot"") AND (expanded OR ""rolled out"" OR ""decided to"" OR approved OR introduced OR ""scale up"" OR mandated OR launched OR implemented OR evaluation OR ""will introduce"" OR trialled) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"" OR ""one city"" OR ""pilot area"" OR ""local authority pilot"") AND (expanded OR ""rolled out"" OR ""decided to"" OR approved OR introduced OR ""scale up"" OR mandated OR launched OR implemented OR evaluation OR ""will introduce"" OR trialled) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,12,relevance,2185,250,233,2,2,231,0.008583690987124463,1,0,0,0.00765021459227468,0.04,True,3,,
66,v3,2026-04-05T06:28:52.854061+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"" OR ""one city"" OR ""pilot area"" OR ""local authority pilot"") AND (launched OR approved OR scrapped OR rollout OR pilot OR expanded OR introduced OR ""rolled out"" OR implemented OR ""decided to"" OR evaluation OR trialled) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"" OR ""one city"" OR ""pilot area"" OR ""local authority pilot"") AND (launched OR approved OR scrapped OR rollout OR pilot OR expanded OR introduced OR ""rolled out"" OR implemented OR ""decided to"" OR evaluation OR trialled) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,12,relevance,2369,250,232,0,0,232,0.0,0,0,0,-0.0075,0.0,False,3,,
67,v3,2026-04-05T06:29:01.486215+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,16,relevance,2409,250,234,0,0,234,0.0,0,0,0,-0.0075,0.0,False,3,,
68,v3,2026-04-05T06:29:11.491090+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"") AND (""scale up"" OR ""decided to"" OR trialled OR implemented OR ""plans to"" OR mandated OR approved OR ""rolled out"" OR evaluation OR scrapped OR launched OR pilot) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"") AND (""scale up"" OR ""decided to"" OR trialled OR implemented OR ""plans to"" OR mandated OR approved OR ""rolled out"" OR evaluation OR scrapped OR launched OR pilot) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",3,12,relevance,1440,250,240,2,2,238,0.008333333333333333,0,2,0,-0.0041041666666666666,0.04,True,3,,
69,v3,2026-04-05T06:29:39.007436+00:00,completed,gut,"(""without evidence"" OR ""no evidence"" OR ""despite evidence"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR trial OR randomized OR randomised OR study OR evaluation OR pilot OR ""impact assessment"" OR review)","(""without evidence"" OR ""no evidence"" OR ""despite evidence"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR trial OR randomized OR randomised OR study OR evaluation OR pilot OR ""impact assessment"" OR review)",10,12,newest,2077,250,227,0,0,227,0.0,0,0,0,-0.0075,0.0,False,3,,
70,v3,2026-04-05T06:31:14.515829+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"" OR ""one city"" OR ""pilot area"" OR ""local authority pilot"") AND (mandated OR introduced OR ""plans to"" OR launched OR ""will introduce"" OR evaluation OR ""scale up"" OR ""rolled out"" OR trialled OR scrapped OR rollout OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"" OR ""one city"" OR ""pilot area"" OR ""local authority pilot"") AND (mandated OR introduced OR ""plans to"" OR launched OR ""will introduce"" OR evaluation OR ""scale up"" OR ""rolled out"" OR trialled OR scrapped OR rollout OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,12,relevance,2110,250,231,0,0,231,0.0,0,0,0,-0.0075,0.0,False,3,,
71,v3,2026-04-05T06:31:22.726708+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"" OR ""one city"" OR ""pilot area"" OR ""local authority pilot"") AND (mandated OR implemented OR pilot OR expanded OR evaluation OR launched OR ""decided to"" OR scrapped OR ""scale up"" OR ""will introduce"" OR ""rolled out"" OR rollout) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"" OR ""one city"" OR ""pilot area"" OR ""local authority pilot"") AND (mandated OR implemented OR pilot OR expanded OR evaluation OR launched OR ""decided to"" OR scrapped OR ""scale up"" OR ""will introduce"" OR ""rolled out"" OR rollout) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,12,relevance,2003,250,230,1,1,229,0.004347826086956522,0,1,0,-0.004548913043478261,0.02,True,3,,
72,v3,2026-04-05T06:31:41.993189+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,16,relevance,2409,250,234,0,0,234,0.0,0,0,0,-0.0075,0.0,False,3,,
73,v3,2026-04-05T06:31:51.636440+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,16,relevance,2409,250,234,0,0,234,0.0,0,0,0,-0.0075,0.0,False,3,,
74,v3,2026-04-05T06:32:01.266053+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,16,relevance,2409,250,234,0,0,234,0.0,0,0,0,-0.0075,0.0,False,3,,
75,v3,2026-04-05T06:32:10.985160+00:00,completed,prepost,"(""before and after"" OR ""pre-post"" OR baseline OR ""follow-up evaluation"" OR ""post-implementation"" OR ""pre-intervention"" OR ""pilot evaluation"" OR ""trial results showed"" OR ""follow up study"" OR ""outcome measurement"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""before and after"" OR ""pre-post"" OR baseline OR ""follow-up evaluation"" OR ""post-implementation"" OR ""pre-intervention"" OR ""pilot evaluation"" OR ""trial results showed"" OR ""follow up study"" OR ""outcome measurement"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,16,relevance,2057,250,215,0,0,215,0.0,0,0,0,-0.0075,0.0,False,3,,
76,v3,2026-04-05T06:32:21.140113+00:00,completed,expert_qual,"(""expert panel"" OR ""independent review"" OR ""public consultation"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""expert panel"" OR ""independent review"" OR ""public consultation"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,16,relevance,2091,250,235,0,0,235,0.0,0,0,0,-0.0075,0.0,False,3,,
77,v3,2026-04-05T06:32:32.168145+00:00,completed,expert_secondary,"(""administrative data"" OR ""observational study"" OR ""regression analysis"" OR econometric OR ""difference-in-differences"" OR ""quasi-experimental"" OR ""natural experiment"" OR ""cohort study"" OR ""linked data"" OR ""statistical analysis"") AND (scrapped OR ""rolled out"" OR evaluation OR ""scale up"" OR ""will introduce"" OR mandated OR implemented OR ""plans to"" OR launched OR ""decided to"" OR rollout OR trialled) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR randomized OR randomised OR trial OR rct OR placebo OR ""control group"")","(""administrative data"" OR ""observational study"" OR ""regression analysis"" OR econometric OR ""difference-in-differences"" OR ""quasi-experimental"" OR ""natural experiment"" OR ""cohort study"" OR ""linked data"" OR ""statistical analysis"") AND (scrapped OR ""rolled out"" OR evaluation OR ""scale up"" OR ""will introduce"" OR mandated OR implemented OR ""plans to"" OR launched OR ""decided to"" OR rollout OR trialled) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR randomized OR randomised OR trial OR rct OR placebo OR ""control group"")",10,12,relevance,159,159,146,100,120,26,0.821917808219178,3,56,14,0.8076712328767124,1.0,True,3,,
78,v3,2026-04-05T07:01:58.778801+00:00,completed,rct,"(""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT) AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT) AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",3,16,relevance,77,77,73,0,0,73,0.0,0,0,0,-0.0075,0.0,False,3,,
79,v3,2026-04-05T07:02:01.962770+00:00,completed,prepost,"(""before and after"" OR ""pre-post"" OR baseline OR ""follow-up evaluation"" OR ""post-implementation"" OR ""pre-intervention"" OR ""pilot evaluation"") AND (introduced OR ""rolled out"" OR pilot OR implemented OR scrapped OR rollout OR launched OR ""plans to"" OR ""will introduce"" OR approved OR trialled OR mandated) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""before and after"" OR ""pre-post"" OR baseline OR ""follow-up evaluation"" OR ""post-implementation"" OR ""pre-intervention"" OR ""pilot evaluation"") AND (introduced OR ""rolled out"" OR pilot OR implemented OR scrapped OR rollout OR launched OR ""plans to"" OR ""will introduce"" OR approved OR trialled OR mandated) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",7,12,newest,1724,250,193,10,10,183,0.05181347150259067,0,5,1,-0.008873056994818652,0.2,True,3,,
