url,id,title,section,method_queries,reason
https://www.theguardian.com/world/live/2024/apr/24/middle-east-crisis-live-us-envoy-says-risk-of-famine-in-gaza-very-high-despite-israels-steps-to-allow-more-aid,world/live/2024/apr/24/middle-east-crisis-live-us-envoy-says-risk-of-famine-in-gaza-very-high-despite-israels-steps-to-allow-more-aid,Middle East crisis: Germany to resume working with Unrwa after UN report finds Israel yet to supply evidence to back terror claims – as it happened,World news,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2024/oct/04/australia-news-live-pro-palestine-rally-police-qld-election-youth-justice-teeth-dentists-healthcare-cost-of-living-ntwnfb,australia-news/live/2024/oct/04/australia-news-live-pro-palestine-rally-police-qld-election-youth-justice-teeth-dentists-healthcare-cost-of-living-ntwnfb,Wong confirms up to 500 Australians and close relatives to board repatriation flights from Beirut – as it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/world/live/2024/jun/01/israel-gaza-war-live-netanhayu-biden-hamas-ceasefire-plan-rafah-aid-middle-east,world/live/2024/jun/01/israel-gaza-war-live-netanhayu-biden-hamas-ceasefire-plan-rafah-aid-middle-east,Israel’s opposition leader urges Netanyahu to accept ceasefire proposal – as it happened,World news,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2025/feb/28/australia-news-live-creative-australia-adrian-collette-greens-election-cost-of-living-anthony-albanese-peter-dutton-ntwnfb,australia-news/live/2025/feb/28/australia-news-live-creative-australia-adrian-collette-greens-election-cost-of-living-anthony-albanese-peter-dutton-ntwnfb,Coroner directs police to investigate two-year-old’s death at Sydney hospital – as it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/politics/live/2025/jan/21/keir-starmer-southport-attack-labour-uk-politics-latest-news-updates,politics/live/2025/jan/21/keir-starmer-southport-attack-labour-uk-politics-latest-news-updates,"Southport killer will be treated as a terrorist in jail, Yvette Cooper tells MPs – as it happened",Politics,expert_qual,liveblog
https://www.theguardian.com/politics/live/2025/jul/16/afghan-resettlement-data-leak-pmqs-latest-live-politics-news-updates,politics/live/2025/jul/16/afghan-resettlement-data-leak-pmqs-latest-live-politics-news-updates,Rachael Maskell ‘upset’ for Labour party as she confirms her suspension – as it happened,Politics,expert_qual,liveblog
https://www.theguardian.com/uk-news/live/2024/aug/09/far-right-racist-riots-uk-politics-9-aug-live-updates,uk-news/live/2024/aug/09/far-right-racist-riots-uk-politics-9-aug-live-updates,"UK riots: 6,000 riot officers to be deployed this weekend as police remain on ‘high alert’ – as it happened",UK news,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2025/may/14/australia-news-live-anthony-albanese-jakarta-subianto-liberal-coalition-sussan-ley-energy-trade-tariffs-russia-defence-ntwnfb,australia-news/live/2025/may/14/australia-news-live-anthony-albanese-jakarta-subianto-liberal-coalition-sussan-ley-energy-trade-tariffs-russia-defence-ntwnfb,PM says Australia has ‘no more important relationship’ than with Indonesia – as it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/world/live/2024/aug/17/israel-gaza-war-ceasefire-hamas-lebanon-hezbollah-iran,world/live/2024/aug/17/israel-gaza-war-ceasefire-hamas-lebanon-hezbollah-iran,Israel-Gaza war: new evacuation orders in Gaza as 15 reported killed in Israeli strike – as it happened,World news,expert_qual,liveblog
https://www.theguardian.com/education/live/2025/aug/21/gcse-results-live-latest-news-schools-education,education/live/2025/aug/21/gcse-results-live-latest-news-schools-education,"Gender gap smallest since 2016 as pupils across England, Wales and Northern Ireland receive GCSE results – as it happened",Education,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2025/jul/09/erin-patterson-tga-sunscreen-childcare-sector-victoria-ntwnfb,australia-news/live/2025/jul/09/erin-patterson-tga-sunscreen-childcare-sector-victoria-ntwnfb,Affinity group to install CCTV at all its childcare centres – as it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2025/feb/26/australia-news-live-chalmers-us-tariffs-anthony-albanese-peter-dutton-senate-estimates-cost-of-living-ntwnfb,australia-news/live/2025/feb/26/australia-news-live-chalmers-us-tariffs-anthony-albanese-peter-dutton-senate-estimates-cost-of-living-ntwnfb,Bruce Lehrmann granted extension of time in appeal against defamation loss – as it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/world/live/2024/apr/23/middle-east-crisis-live-us-says-hamas-has-moved-the-goal-post-on-gaza-ceasefire-negotiations-with-israel,world/live/2024/apr/23/middle-east-crisis-live-us-says-hamas-has-moved-the-goal-post-on-gaza-ceasefire-negotiations-with-israel,"Middle East crisis: Authorities recover further bodies at Nasser hospital from mass grave, say reports – as it happened",World news,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2025/jul/24/australian-politics-live-labor-coalition-question-time-parliament-anthony-albanese-sussan-ley-aukus-scott-morrison-china-ntwnfb,australia-news/live/2025/jul/24/australian-politics-live-labor-coalition-question-time-parliament-anthony-albanese-sussan-ley-aukus-scott-morrison-china-ntwnfb,Senator calls out ‘incredibly childish stunts’ – as it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2025/mar/04/australia-news-live-kevin-rudd-donald-trump-election-anthony-albanese-peter-dutton-cost-of-living-ntwnfb,australia-news/live/2025/mar/04/australia-news-live-kevin-rudd-donald-trump-election-anthony-albanese-peter-dutton-cost-of-living-ntwnfb,Communities warned to prepare as weather system takes right turn – as it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/politics/blog/live/2025/mar/07/keir-starmer-ukraine-diplomacy-uk-politics-live-news,politics/blog/live/2025/mar/07/keir-starmer-ukraine-diplomacy-uk-politics-live-news,Minister ridicules Reform claims Labour is ‘terrified’ of party – as it happened,Politics,expert_qual,liveblog
https://www.theguardian.com/world/live/2025/apr/30/germany-spd-coalition-friedrich-merz-ukraine-volodymyr-zelenskyy-russia-vladimir-putin-europe-live-news,world/live/2025/apr/30/germany-spd-coalition-friedrich-merz-ukraine-volodymyr-zelenskyy-russia-vladimir-putin-europe-live-news,"Ukraine PM says US investment agreement ‘good, equal and beneficial’ – as it happened",World news,expert_qual,liveblog
https://www.theguardian.com/uk-news/live/2025/jan/05/uk-weather-warnings-remain-in-place-as-uk-hit-by-snow-and-freezing-rain-live-updates,uk-news/live/2025/jan/05/uk-weather-warnings-remain-in-place-as-uk-hit-by-snow-and-freezing-rain-live-updates,UK weather: airports reopen but travel disruption continues – as it happened,UK news,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2025/jul/11/anthony-albanese-housing-crisis-jillian-segal-melbourne-ntwnfb,australia-news/live/2025/jul/11/anthony-albanese-housing-crisis-jillian-segal-melbourne-ntwnfb,Barnaby Joyce vows to wind back ‘lunatic crusade’ of net zero with private member’s bill – as it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2024/dec/03/australia-news-live-cost-of-living-housing-affordability-house-prices-guardian-essential-poll-woolworths-strike-supermarkets-climate-hearing-nuclear-power-inquiry-ntwnfb,australia-news/live/2024/dec/03/australia-news-live-cost-of-living-housing-affordability-house-prices-guardian-essential-poll-woolworths-strike-supermarkets-climate-hearing-nuclear-power-inquiry-ntwnfb,Sandringham rail line suspended due to signal fault – as it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/environment/live/2025/may/25/australia-news-live-nsw-floods-water-damage-sydney-trains-fare-free-day-anthony-albanese-sussan-ley-david-littleproud-liberal-labor-nationals-coalition-ntwnfb,environment/live/2025/may/25/australia-news-live-nsw-floods-water-damage-sydney-trains-fare-free-day-anthony-albanese-sussan-ley-david-littleproud-liberal-labor-nationals-coalition-ntwnfb,Melbourne shopping centre placed into lockdown – as it happened,Environment,expert_qual,liveblog
https://www.theguardian.com/politics/live/2024/dec/17/uk-politics-latest-news-labour-conservatives-keir-starmer,politics/live/2024/dec/17/uk-politics-latest-news-labour-conservatives-keir-starmer,Nigel Farage and Nick Candy say they met Musk at Mar-a-Lago to discuss doing ‘great things together’ – as it happened,Politics,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2025/jul/23/australian-politics-live-anthony-albanese-sussan-ley-question-time-student-debt-net-zero-labor-coalition-parliament-ntwnfb,australia-news/live/2025/jul/23/australian-politics-live-anthony-albanese-sussan-ley-question-time-student-debt-net-zero-labor-coalition-parliament-ntwnfb,No positive STI results to date as testing of children in case of accused childcare paedophile continues – as it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2025/feb/20/australia-news-live-richard-marles-defence-china-png-pacific-election-cost-of-living-anthony-albanese-peter-dutton-nsw-vic-qld-ntwnfb,australia-news/live/2025/feb/20/australia-news-live-richard-marles-defence-china-png-pacific-election-cost-of-living-anthony-albanese-peter-dutton-nsw-vic-qld-ntwnfb,Turnbull says ‘we cannot assume we can rely on America’ under Trump – as it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/politics/live/2024/apr/24/rishi-sunak-pmqs-angela-rayner-oliver-dowden-frank-field-politics-latest-news-updates,politics/live/2024/apr/24/rishi-sunak-pmqs-angela-rayner-oliver-dowden-frank-field-politics-latest-news-updates,Sunak claims defence spending plan won’t affect government’s ability to cut taxes – as it happened,Politics,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2024/oct/01/queensland-election-dating-app-code-labor-coalition-lnp-accc-greens-supermarkets-housing-economy-politics-tax,australia-news/live/2024/oct/01/queensland-election-dating-app-code-labor-coalition-lnp-accc-greens-supermarkets-housing-economy-politics-tax,Assange says he is free because he ‘pled guilty to journalism’ – as it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2024/oct/30/australia-news-live-inflation-figures-plan-for-national-disease-control-centre-anthony-albanese-peter-dutton-wednesday-ntwnfb,australia-news/live/2024/oct/30/australia-news-live-inflation-figures-plan-for-national-disease-control-centre-anthony-albanese-peter-dutton-wednesday-ntwnfb,Attorney general considering releasing full robodebt report – As it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2025/jul/03/nsw-weather-forecast-storm-updates-qantas-cyber-attack-ntwnfb,australia-news/live/2025/jul/03/nsw-weather-forecast-storm-updates-qantas-cyber-attack-ntwnfb,Weatherill to lead Victorian childcare review – as it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2025/jan/24/australia-news-live-universities-vice-chancellor-wage-theft-tradies-apprentice-pay-anthony-albanese-peter-dutton-politics-election-campaign,australia-news/live/2025/jan/24/australia-news-live-universities-vice-chancellor-wage-theft-tradies-apprentice-pay-anthony-albanese-peter-dutton-politics-election-campaign,Second man charged over attempted arson of Sydney synagogue – as it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2025/feb/18/australia-news-live-rba-reserve-bank-interest-rates-decision-oscar-jenkins-ukraine-russia-video-nsw-racial-hatred-election-campaign-anthony-albanese-peter-dutton-cost-of-living-ntwnfb,australia-news/live/2025/feb/18/australia-news-live-rba-reserve-bank-interest-rates-decision-oscar-jenkins-ukraine-russia-video-nsw-racial-hatred-election-campaign-anthony-albanese-peter-dutton-cost-of-living-ntwnfb,Albanese says RBA rate cut ‘won’t have an impact’ on timing of federal election – as it happened,Australia news,expert_qual,liveblog
https://www.theguardian.com/world/live/2024/jul/19/israel-gaza-war-live-idf-explosion-tel-aviv-benjamin-netanyahu-visit-rafah,world/live/2024/jul/19/israel-gaza-war-live-idf-explosion-tel-aviv-benjamin-netanyahu-visit-rafah,"Israel-Gaza war: Israel systematically discriminates against Palestinians, says ICJ in ruling on occupation – as it happened",World news,expert_qual,liveblog
https://www.theguardian.com/australia-news/live/2025/jun/26/defence-spending-nsw-queensland-parliament-banks-predict-rate-cuts-in-july-ntwnfb,australia-news/live/2025/jun/26/defence-spending-nsw-queensland-parliament-banks-predict-rate-cuts-in-july-ntwnfb,War of words between online safety chief and YouTube continues – as it happened,Australia news,"expert_qual,prepost",liveblog
https://www.theguardian.com/world/live/2024/feb/02/middle-east-crisis-live-updates-israel-gaza-move-rafah-qatar-hamas-ceasefire-proposal,world/live/2024/feb/02/middle-east-crisis-live-updates-israel-gaza-move-rafah-qatar-hamas-ceasefire-proposal,Middle East crisis: UN agency calls Rafah a ‘pressure cooker of despair’ as Israel says offensive will move into city – as it happened,World news,expert_qual,liveblog
https://www.theguardian.com/us-news/live/2025/jun/24/donald-trump-immigration-latest-us-politics-live-news,us-news/live/2025/jun/24/donald-trump-immigration-latest-us-politics-live-news,Ex-Obama aide says it’s ‘insane’ to think Cuomo is best choice for New York mayor – as it happened,US news,expert_qual,liveblog
