article_idx,article_id,url,title,in_training,dominant_prob_seed42,companion_stability
886,australia-news/2024/feb/29/raise-income-support-payments-parliamentary-inquiry-urges-albanese,https://www.theguardian.com/australia-news/2024/feb/29/raise-income-support-payments-parliamentary-inquiry-urges-albanese,"Raise income support payments, parliamentary inquiry urges Albanese",no,0.4423,0.1835
887,uk-news/2024/oct/15/labour-to-set-up-review-after-carers-allowance-overpayments-scandal,https://www.theguardian.com/uk-news/2024/oct/15/labour-to-set-up-review-after-carers-allowance-overpayments-scandal,Minister vows to end scandal that left thousands of UK carers in debt,no,0.9987,0.2744
888,society/article/2024/jul/15/england-healthcare-watchdog-cqc-apology-regulatory-approach,https://www.theguardian.com/society/article/2024/jul/15/england-healthcare-watchdog-cqc-apology-regulatory-approach,England’s healthcare watchdog apologises over ‘new regulatory approach’,no,0.4449,0.1378
889,australia-news/2023/mar/09/no-room-for-mediocrity-in-voice-referendum-wording-working-group-member-says,https://www.theguardian.com/australia-news/2023/mar/09/no-room-for-mediocrity-in-voice-referendum-wording-working-group-member-says,"‘No room for mediocrity’ in voice referendum wording, working group member says",no,0.887,0.216
890,politics/2023/mar/05/hancock-plotted-to-oust-nhs-england-chief-simon-stevens-whatsapp-leak-shows,https://www.theguardian.com/politics/2023/mar/05/hancock-plotted-to-oust-nhs-england-chief-simon-stevens-whatsapp-leak-shows,"Matt Hancock plotted to oust NHS England chief, WhatsApp leak shows",no,0.5458,0.081
891,business/2025/jan/06/regulator-forces-hs1-rail-line-to-cut-charges-in-push-to-open-up-route-to-eurostar-rivals,https://www.theguardian.com/business/2025/jan/06/regulator-forces-hs1-rail-line-to-cut-charges-in-push-to-open-up-route-to-eurostar-rivals,Regulator forces HS1 rail line to cut charges in push to open up route to Eurostar rivals,no,0.584,0.2311
892,environment/article/2024/aug/29/beavers-transform-devons-river-otter-but-how-did-they-get-there,https://www.theguardian.com/environment/article/2024/aug/29/beavers-transform-devons-river-otter-but-how-did-they-get-there,Beavers transform Devon’s River Otter – but their return across England and Wales has stalled,no,0.7279,0.5364
893,world/2024/jan/28/un-chief-urges-donors-to-reconsider-unwra-funding-withdrawal,https://www.theguardian.com/world/2024/jan/28/un-chief-urges-donors-to-reconsider-unwra-funding-withdrawal,UN chief urges donors to reconsider UNRWA funding withdrawal,no,0.7811,0.1382
894,media/article/2024/jun/11/michael-mosley-just-one-thing-we-can-do-to-remember-him,https://www.theguardian.com/media/article/2024/jun/11/michael-mosley-just-one-thing-we-can-do-to-remember-him,Michael Mosley: just one thing we can do to remember him | Letters,no,0.4754,0.3014
895,australia-news/article/2024/may/28/afternoon-update-search-for-missing-mother-and-newborn-more-australian-woe-at-french-open-and-winters-warmest-fashion-trend,https://www.theguardian.com/australia-news/article/2024/may/28/afternoon-update-search-for-missing-mother-and-newborn-more-australian-woe-at-french-open-and-winters-warmest-fashion-trend,Afternoon Update: search for missing mother and newborn; more Australian woe at French Open; and winter’s warmest fashio,no,0.3235,0.1783
896,australia-news/2023/oct/16/cabinet-to-consider-interim-listening-mechanism-after-resounding-no-vote-on-voice,https://www.theguardian.com/australia-news/2023/oct/16/cabinet-to-consider-interim-listening-mechanism-after-resounding-no-vote-on-voice,Cabinet to consider interim listening mechanism after resounding no vote on voice,no,0.9148,0.1195
897,global-development/article/2024/may/09/unrwa-jerusalem-hq-closed-after-israeli-extremist-arson-attack,https://www.theguardian.com/global-development/article/2024/may/09/unrwa-jerusalem-hq-closed-after-israeli-extremist-arson-attack,UN agency closes East Jerusalem HQ after arson attack by ‘Israeli extremists’,no,0.55,0.1382
898,environment/article/2024/jun/26/voluntary-carbon-market-offsetting-industry-reforms-cccg-climate-crisis-advisory-group-aoe,https://www.theguardian.com/environment/article/2024/jun/26/voluntary-carbon-market-offsetting-industry-reforms-cccg-climate-crisis-advisory-group-aoe,"‘Reform or go out of business,’ carbon offsetting industry told",no,0.8627,0.5083
899,society/2024/apr/10/children-are-being-used-as-a-football-hilary-cass-on-her-review-of-gender-identity-services,https://www.theguardian.com/society/2024/apr/10/children-are-being-used-as-a-football-hilary-cass-on-her-review-of-gender-identity-services,‘Children are being used as a football’: Hilary Cass on her review of gender identity services,no,0.9538,0.3986
900,australia-news/article/2024/jul/20/alleged-links-and-the-cfmeu-what-to-know-about-the-political-furore-over-the-construction-union,https://www.theguardian.com/australia-news/article/2024/jul/20/alleged-links-and-the-cfmeu-what-to-know-about-the-political-furore-over-the-construction-union,Alleged crime links and the CFMEU: what to know about the political furore over the construction union,no,0.4584,0.279
901,education/2023/may/21/teaching-unions-in-england-urge-ministers-to-resume-pay-talks,https://www.theguardian.com/education/2023/may/21/teaching-unions-in-england-urge-ministers-to-resume-pay-talks,Teaching unions in England urge ministers to resume pay talks,no,0.7968,0.2436
902,politics/2025/jan/23/legal-challenges-to-infrastructure-projects-to-be-blocked-in-push-for-growth,https://www.theguardian.com/politics/2025/jan/23/legal-challenges-to-infrastructure-projects-to-be-blocked-in-push-for-growth,Legal challenges to infrastructure plans to be blocked in Starmer growth push,no,0.675,0.2134
903,us-news/2025/jan/11/los-angeles-fires-gavin-newsom-donald-trump,https://www.theguardian.com/us-news/2025/jan/11/los-angeles-fires-gavin-newsom-donald-trump,Politicians quibbling as LA burns: Gavin Newsom’s latest beef with Trump,no,0.7913,0.3289
904,politics/2024/mar/10/michelle-donelan-set-to-face-more-questions-over-taxpayer-funded-15000-payout,https://www.theguardian.com/politics/2024/mar/10/michelle-donelan-set-to-face-more-questions-over-taxpayer-funded-15000-payout,"Michelle Donelan set to face more questions over taxpayer-funded £15,000 payout",no,0.8077,0.1296
905,science/2024/oct/09/demis-hassabis-from-video-game-designer-to-nobel-prize-winner-google-deepmind-ai-,https://www.theguardian.com/science/2024/oct/09/demis-hassabis-from-video-game-designer-to-nobel-prize-winner-google-deepmind-ai-,Demis Hassabis: from video game designer to Nobel prize winner,no,0.2736,0.0687
906,environment/2023/may/11/ugandas-first-wildlife-vet-on-breaking-the-mould-and-why-gorilla-and-human-health-are-linked,https://www.theguardian.com/environment/2023/may/11/ugandas-first-wildlife-vet-on-breaking-the-mould-and-why-gorilla-and-human-health-are-linked,Uganda’s first wildlife vet on breaking the mould – and why gorilla and human health are linked,no,0.2965,0.1775
907,uk-news/2023/dec/12/calls-grow-for-bibby-stockholm-barge-to-close-after-apparent-suicide-of-resident,https://www.theguardian.com/uk-news/2023/dec/12/calls-grow-for-bibby-stockholm-barge-to-close-after-apparent-suicide-of-resident,Calls grow for Bibby Stockholm barge to close after apparent suicide of resident,no,0.6395,0.1834
908,us-news/2024/apr/28/alaska-salmon-conservation-native-indigenous,https://www.theguardian.com/us-news/2024/apr/28/alaska-salmon-conservation-native-indigenous,Alaska has a plan to save its salmon but some Native leaders are wary,no,0.4876,0.5397
909,australia-news/2024/apr/22/fire-ants-murray-darling-basement-great-dividing-range-oakey-queensland,https://www.theguardian.com/australia-news/2024/apr/22/fire-ants-murray-darling-basement-great-dividing-range-oakey-queensland,Experts say discovery of fire ants in Murray Darling Basin should be ‘ringing alarm bells’,no,0.3472,0.0549
910,australia-news/2023/oct/18/sydney-venue-moves-26m-in-pokies-profits-to-nrl-club-as-community-development-and-support,https://www.theguardian.com/australia-news/2023/oct/18/sydney-venue-moves-26m-in-pokies-profits-to-nrl-club-as-community-development-and-support,Sydney venue moves $26m in pokies profits to NRL club as ‘community development and support’,no,0.5075,0.0928
911,business/nils-pratley-on-finance/article/2024/aug/29/wood-pellet-reporting-failures-review-drax-subsidies,https://www.theguardian.com/business/nils-pratley-on-finance/article/2024/aug/29/wood-pellet-reporting-failures-review-drax-subsidies,"After wood pellet reporting failures, it’s time for a proper review of Drax’s subsidies | Nils Pratley",no,0.6271,0.5319
912,education/2023/oct/14/labour-calls-for-inquiry-into-english-schools-370m-budget-bungle,https://www.theguardian.com/education/2023/oct/14/labour-calls-for-inquiry-into-english-schools-370m-budget-bungle,Labour calls for inquiry into English schools £370m budget bungle,no,0.5629,0.2244
913,world/2024/apr/22/new-zealand-plans-to-put-big-developments-before-the-environment-thats-dangerous,https://www.theguardian.com/world/2024/apr/22/new-zealand-plans-to-put-big-developments-before-the-environment-thats-dangerous,New Zealand plans to put big developments before the environment. That’s dangerous | Nicola Wheen and Andrew Geddis,no,0.8589,0.2408
914,us-news/2025/feb/10/v-fluence-pesticide-critics,https://www.theguardian.com/us-news/2025/feb/10/v-fluence-pesticide-critics,US-funded ‘social network’ attacking pesticide critics shuts down after Guardian investigation,no,0.6663,0.1544
915,uk-news/2023/aug/11/inquiry-strip-searches-women-greater-manchester-police-vera-baird,https://www.theguardian.com/uk-news/2023/aug/11/inquiry-strip-searches-women-greater-manchester-police-vera-baird,Inquiry to examine strip-searches of women by Greater Manchester police,no,0.9652,0.5725
916,uk-news/2023/jul/24/nhs-trust-accused-of-cover-up-is-refusing-to-release-report-into-deaths,https://www.theguardian.com/uk-news/2023/jul/24/nhs-trust-accused-of-cover-up-is-refusing-to-release-report-into-deaths,NHS trust accused of cover-up is refusing to release report into deaths,no,0.5176,0.1137
917,australia-news/2023/oct/04/christmas-island-now-empty-as-all-detainees-brought-to-australian-mainland-border-force-says,https://www.theguardian.com/australia-news/2023/oct/04/christmas-island-now-empty-as-all-detainees-brought-to-australian-mainland-border-force-says,"Christmas Island now empty as all detainees brought to Australian mainland, border force says",no,0.998,0.2439
918,uk-news/2024/dec/10/northern-ireland-to-continue-to-retain-some-eu-trade-laws-post-brexit,https://www.theguardian.com/uk-news/2024/dec/10/northern-ireland-to-continue-to-retain-some-eu-trade-laws-post-brexit,Northern Ireland votes to continue Brexit arrangements for another four years,no,0.6734,0.3466
919,uk-news/2023/nov/23/scientific-adviser-tells-covid-inquiry-she-distrusted-treasurys-ability-to-handle-data,https://www.theguardian.com/uk-news/2023/nov/23/scientific-adviser-tells-covid-inquiry-she-distrusted-treasurys-ability-to-handle-data,Scientific adviser tells Covid inquiry she distrusted Treasury’s ability to handle data,no,0.4098,0.1004
920,education/article/2024/may/15/sex-education-pupils-schools-england-conservatives-children,https://www.theguardian.com/education/article/2024/may/15/sex-education-pupils-schools-england-conservatives-children,"Curbs on sex education use pupils as ‘political football’, school leaders say",no,0.4396,0.4448
921,australia-news/article/2024/jul/16/afternoon-update-tuesday-trumps-first-appearance-since-shooting-wild-weather-hits-east-coast-and-a-north-korean-diplomat-defects-ntwnfb,https://www.theguardian.com/australia-news/article/2024/jul/16/afternoon-update-tuesday-trumps-first-appearance-since-shooting-wild-weather-hits-east-coast-and-a-north-korean-diplomat-defects-ntwnfb,Afternoon Update: Trump’s first appearance since shooting; wild weather hits east coast; and a North Korean diplomat def,no,0.553,0.2671
922,us-news/article/2024/may/06/ucla-protester-attack-campus-safety,https://www.theguardian.com/us-news/article/2024/may/06/ucla-protester-attack-campus-safety,UCLA creates campus safety role amid condemnation of response to mob attack,no,0.2865,0.1738
923,australia-news/2023/sep/09/home-affairs-peter-dutton-warned-immigration-detention-duty-of-care,https://www.theguardian.com/australia-news/2023/sep/09/home-affairs-peter-dutton-warned-immigration-detention-duty-of-care,Home affairs under Peter Dutton was warned ‘failing’ immigration detention may have breached duty of care,no,0.9034,0.2439
924,uk-news/2023/nov/08/we-had-a-pandemic-plan-but-didnt-use-it,https://www.theguardian.com/uk-news/2023/nov/08/we-had-a-pandemic-plan-but-didnt-use-it,"We had a pandemic plan, but didn’t use it | Letter",no,0.3158,0.1136
925,australia-news/2023/mar/14/white-saviours-accused-of-finding-flaws-in-voice-proposal-to-stay-in-spotlight-by-working-group-member,https://www.theguardian.com/australia-news/2023/mar/14/white-saviours-accused-of-finding-flaws-in-voice-proposal-to-stay-in-spotlight-by-working-group-member,‘White saviours’ accused of finding flaws in voice proposal ‘to stay in spotlight’ by working group member,no,0.7659,0.1195
926,australia-news/article/2024/jun/14/immunisation-rates-fall-among-australias-vulnerable-as-experts-blame-pandemic-misinformation-and-practical-barriers,https://www.theguardian.com/australia-news/article/2024/jun/14/immunisation-rates-fall-among-australias-vulnerable-as-experts-blame-pandemic-misinformation-and-practical-barriers,Immunisation rates fall among Australia’s vulnerable as experts blame pandemic misinformation and practical barriers,no,0.8796,0.3846
927,australia-news/2023/nov/05/consultancy-firms-paid-40m-to-review-safety-of-aged-care-homes-did-not-meet-government-standards,https://www.theguardian.com/australia-news/2023/nov/05/consultancy-firms-paid-40m-to-review-safety-of-aged-care-homes-did-not-meet-government-standards,Consultancy firms paid $40m to review safety of aged care homes did not meet government standards,no,0.7859,0.1634
928,education/article/2024/jun/11/media-studies-popular-dynamic-profound-impact-report,https://www.theguardian.com/education/article/2024/jun/11/media-studies-popular-dynamic-profound-impact-report,"Media studies are popular, dynamic and have ‘profound impact’, report says",no,0.4249,0.1894
929,australia-news/2023/nov/27/australias-poorest-children-are-five-years-behind-richest-peers-naplan-analysis-shows,https://www.theguardian.com/australia-news/2023/nov/27/australias-poorest-children-are-five-years-behind-richest-peers-naplan-analysis-shows,"Australia’s poorest children are five years behind richest peers, Naplan analysis shows",no,0.5977,0.4561
930,australia-news/2024/mar/17/ive-got-tears-in-my-eyes-how-the-worlds-most-beautiful-pool-became-a-multimillion-dollar-hole-in-the-ground,https://www.theguardian.com/australia-news/2024/mar/17/ive-got-tears-in-my-eyes-how-the-worlds-most-beautiful-pool-became-a-multimillion-dollar-hole-in-the-ground,‘I’ve got tears in my eyes’: how the ‘world’s most beautiful pool’ became a multimillion-dollar hole in the ground,no,0.5688,0.1275
931,money/2023/sep/12/treasury-officials-mull-one-off-break-from-pensions-triple-lock,https://www.theguardian.com/money/2023/sep/12/treasury-officials-mull-one-off-break-from-pensions-triple-lock,Treasury officials mull one-off break from pensions triple lock,no,0.5064,0.4216
932,uk-news/article/2024/may/15/former-headteacher-convicted-of-sex-offences-in-wales,https://www.theguardian.com/uk-news/article/2024/may/15/former-headteacher-convicted-of-sex-offences-in-wales,Ex-headteacher convicted of sexual offences against four girls in Wales,no,0.7215,0.5725
933,education/article/2024/aug/02/staff-and-students-should-not-be-denied-the-right-to-free-speech-about-gaza,https://www.theguardian.com/education/article/2024/aug/02/staff-and-students-should-not-be-denied-the-right-to-free-speech-about-gaza,Staff and students should not be denied the right to free speech about Gaza | Letters,no,0.6464,0.0825
934,australia-news/article/2024/jul/29/nobody-is-happy-with-the-northern-territory-police-including-officers-leanne-liddle-hopes-to-fix-that,https://www.theguardian.com/australia-news/article/2024/jul/29/nobody-is-happy-with-the-northern-territory-police-including-officers-leanne-liddle-hopes-to-fix-that,"Nobody is happy with the Northern Territory police, including officers. Leanne Liddle hopes to fix that",no,0.9571,0.5725
935,business/nils-pratley-on-finance/2024/oct/22/yes-review-hs2s-dire-delivery-but-contract-renegotiation-matters-more,https://www.theguardian.com/business/nils-pratley-on-finance/2024/oct/22/yes-review-hs2s-dire-delivery-but-contract-renegotiation-matters-more,"Yes, review HS2’s ‘dire’ delivery – but contract renegotiation matters more",no,0.8633,0.2143
936,science/2023/feb/27/patients-losing-out-amid-slump-in-nhs-clinical-trials-warn-top-clinicians,https://www.theguardian.com/science/2023/feb/27/patients-losing-out-amid-slump-in-nhs-clinical-trials-warn-top-clinicians,"Patients losing out amid slump in NHS clinical trials, warn top clinicians",yes,0.8409,0.3959
937,uk-news/2023/dec/12/asylum-seeker-onboard-bibby-stockholm-barge-dies,https://www.theguardian.com/uk-news/2023/dec/12/asylum-seeker-onboard-bibby-stockholm-barge-dies,Asylum seeker on Bibby Stockholm barge believed to have killed himself,no,0.6205,0.1834
938,australia-news/2023/jul/24/nsw-to-spend-15m-on-anti-bullying-and-harassment-reforms-after-report-into-parliament-culture,https://www.theguardian.com/australia-news/2023/jul/24/nsw-to-spend-15m-on-anti-bullying-and-harassment-reforms-after-report-into-parliament-culture,NSW to spend $15m on anti-bullying and harassment reforms after report into parliament culture,no,0.3843,0.27
939,australia-news/2023/nov/17/labor-veteran-joins-criticism-over-proposed-mandatory-sentencing-changes-after-high-court-decision,https://www.theguardian.com/australia-news/2023/nov/17/labor-veteran-joins-criticism-over-proposed-mandatory-sentencing-changes-after-high-court-decision,Labor veteran joins criticism over proposed mandatory sentencing changes after high court decision,no,0.7668,0.2439
940,society/article/2024/jun/09/its-hard-to-have-compassion-can-interventions-change-violent-mens-behaviour,https://www.theguardian.com/society/article/2024/jun/09/its-hard-to-have-compassion-can-interventions-change-violent-mens-behaviour,‘It’s hard to have compassion’: can interventions change violent men’s behaviour?,no,0.4955,0.1778
941,technology/2024/oct/14/new-bill-could-force-social-media-firms-to-make-content-less-addictive-for-children,https://www.theguardian.com/technology/2024/oct/14/new-bill-could-force-social-media-firms-to-make-content-less-addictive-for-children,New UK bill could force social media firms to make content less addictive for under 16s,no,0.4129,0.2202
942,society/2023/sep/07/nottingham-university-hospitals-face-police-inquiry-into-maternity-failings,https://www.theguardian.com/society/2023/sep/07/nottingham-university-hospitals-face-police-inquiry-into-maternity-failings,Police to launch inquiry into maternity failings at Nottingham hospitals trust,no,0.6613,0.0786
943,business/2023/jun/25/pwc-appoints-new-australian-ceo-with-plans-to-sell-off-government-consultancy-work-for-1,https://www.theguardian.com/business/2023/jun/25/pwc-appoints-new-australian-ceo-with-plans-to-sell-off-government-consultancy-work-for-1,PwC appoints new Australian CEO with plans to sell off government consultancy work for $1,no,0.7387,0.2206
944,environment/2025/mar/15/slavery-victim-vishal-sharma-uk-scottish-authorities-india-asylum-claim,https://www.theguardian.com/environment/2025/mar/15/slavery-victim-vishal-sharma-uk-scottish-authorities-india-asylum-claim,"Exploited, recognised as a slavery victim, now facing deportation: one seafarer’s UK ordeal",no,0.5924,0.2037
945,world/2024/apr/01/first-edition-mental-health-stigma-conservatives,https://www.theguardian.com/world/2024/apr/01/first-edition-mental-health-stigma-conservatives,Monday briefing: The truth about claims people ‘use’ their mental health to avoid work,no,0.3622,0.128
946,business/2023/jul/28/natwest-to-pay-uk-government-190m-as-farage-crisis-rocks-bank,https://www.theguardian.com/business/2023/jul/28/natwest-to-pay-uk-government-190m-as-farage-crisis-rocks-bank,NatWest to pay UK government £190m as Farage crisis rocks bank,no,0.5451,0.4423
947,world/2024/apr/03/wednesday-briefing-why-the-uk-is-looking-abroad-to-solve-its-teaching-shortage,https://www.theguardian.com/world/2024/apr/03/wednesday-briefing-why-the-uk-is-looking-abroad-to-solve-its-teaching-shortage,Wednesday briefing: Why the UK is looking abroad to solve its teaching shortage,no,0.4014,0.2628
948,australia-news/article/2024/may/29/australia-lgbtq-healthcare-providers-policy,https://www.theguardian.com/australia-news/article/2024/may/29/australia-lgbtq-healthcare-providers-policy,"Feeling like an ‘oddity’, forced to come out: how Australian healthcare still fails to meet queer needs",no,0.3253,0.2883
949,australia-news/2023/sep/14/queensland-first-nations-advisory-panel-marlene-longbottom-quits-police,https://www.theguardian.com/australia-news/2023/sep/14/queensland-first-nations-advisory-panel-marlene-longbottom-quits-police,"Second academic quits Queensland police First Nations advisory panel, saying force doesn’t want to change",no,0.3684,0.3531
950,us-news/2024/nov/19/jared-polis-colorado-trump-rfk-jr,https://www.theguardian.com/us-news/2024/nov/19/jared-polis-colorado-trump-rfk-jr,"Jared Polis, who praised Trump’s pick of RFK Jr, on why he’s willing to work with incoming president",no,0.3499,0.3289
951,uk-news/2023/mar/25/official-behind-plymouth-tree-felling-really-good-for-city-giles-perritt,https://www.theguardian.com/uk-news/2023/mar/25/official-behind-plymouth-tree-felling-really-good-for-city-giles-perritt,Official behind Plymouth tree felling says it will be ‘really good for city’,no,0.7652,0.2778
952,media/2024/mar/09/michelle-donelan-case-highlights-perils-for-politicians-who-pick-fights-online,https://www.theguardian.com/media/2024/mar/09/michelle-donelan-case-highlights-perils-for-politicians-who-pick-fights-online,Michelle Donelan case highlights perils for politicians who pick fights online,no,0.749,0.1296
953,politics/2023/sep/04/gavin-williamson-told-to-apologise-for-bullying-former-tory-chief-whip-wendy-morton,https://www.theguardian.com/politics/2023/sep/04/gavin-williamson-told-to-apologise-for-bullying-former-tory-chief-whip-wendy-morton,Gavin Williamson apologises for bullying former Tory chief whip,no,0.7129,0.1275
954,australia-news/2023/dec/13/afternoon-update-biden-calls-on-netanyahu-to-change-government-cyclone-jasper-knocks-out-power-for-15k-homes-and-kyrgios-tired-of-tennis,https://www.theguardian.com/australia-news/2023/dec/13/afternoon-update-biden-calls-on-netanyahu-to-change-government-cyclone-jasper-knocks-out-power-for-15k-homes-and-kyrgios-tired-of-tennis,Afternoon Update: Biden calls on Netanyahu to ‘change government’; cyclone Jasper knocks out power for 15k homes; and Ky,no,0.3039,0.1633
955,education/article/2024/may/14/sex-education-in-english-schools-set-to-be-banned-before-children-are-nine,https://www.theguardian.com/education/article/2024/may/14/sex-education-in-english-schools-set-to-be-banned-before-children-are-nine,Sex education in English schools set to be banned before children are nine,no,0.5169,0.3785
956,us-news/article/2024/may/29/elon-musk-trump-white-house-role,https://www.theguardian.com/us-news/article/2024/may/29/elon-musk-trump-white-house-role,Trump reportedly considers White House advisory role for Elon Musk,no,0.717,0.3175
957,environment/2023/jan/12/australias-self-regulating-pesticide-monitoring-system-picked-up-far-fewer-violations-than-government-study,https://www.theguardian.com/environment/2023/jan/12/australias-self-regulating-pesticide-monitoring-system-picked-up-far-fewer-violations-than-government-study,Australia’s self-regulating pesticide monitoring regime picked up far fewer violations than government study,no,0.5102,0.0814
958,uk-news/2024/jan/07/saudi-developers-heathcliff-bronte-lancashire-calderdale-windfarm-plan,https://www.theguardian.com/uk-news/2024/jan/07/saudi-developers-heathcliff-bronte-lancashire-calderdale-windfarm-plan,‘What do Saudi developers know of Heathcliff?’ Brontë country up in arms over windfarm plan,no,0.5666,0.3551
959,money/article/2024/jun/03/are-energy-performance-certificates-worth-the-paper-theyre-written-on,https://www.theguardian.com/money/article/2024/jun/03/are-energy-performance-certificates-worth-the-paper-theyre-written-on,Are energy performance certificates worth the paper they’re written on?,no,0.4895,0.2287
960,world/article/2024/jul/19/uk-to-resume-funding-un-palestine-relief-agency-unrwa-david-lammy,https://www.theguardian.com/world/article/2024/jul/19/uk-to-resume-funding-un-palestine-relief-agency-unrwa-david-lammy,UK to resume funding to UN Palestine relief agency Unrwa,no,0.5309,0.1954
961,politics/2024/mar/25/tory-mp-scott-benton-quits-triggering-new-byelection-headache-for-rishi-sunak,https://www.theguardian.com/politics/2024/mar/25/tory-mp-scott-benton-quits-triggering-new-byelection-headache-for-rishi-sunak,"Tory MP Scott Benton quits, triggering new byelection headache for Sunak",no,0.7599,0.1872
962,world/2023/feb/01/auckland-floods-biggest-climate-event-new-zealand-history-flooding,https://www.theguardian.com/world/2023/feb/01/auckland-floods-biggest-climate-event-new-zealand-history-flooding,Auckland floods: city begins clean-up after ‘biggest climate event’ in New Zealand’s history,no,0.3959,0.0936
963,world/2024/sep/14/un-employee-shot-dead-by-israeli-sniper-in-occupied-west-bank,https://www.theguardian.com/world/2024/sep/14/un-employee-shot-dead-by-israeli-sniper-in-occupied-west-bank,UN employee shot dead by Israeli sniper in occupied West Bank,no,0.446,0.1497
964,australia-news/2023/nov/13/australia-indefinite-immigration-detention-high-court-ruling-80-people-free,https://www.theguardian.com/australia-news/2023/nov/13/australia-indefinite-immigration-detention-high-court-ruling-80-people-free,Eighty people already freed from Australia’s immigration detention since landmark high court ruling,no,0.9201,0.2439
965,uk-news/2023/nov/19/police-enabling-dangerous-officers-with-high-rate-of-complaint-failures-in-england-and-wales,https://www.theguardian.com/uk-news/2023/nov/19/police-enabling-dangerous-officers-with-high-rate-of-complaint-failures-in-england-and-wales,Police ‘enabling dangerous officers’ with high rate of complaint failures in England and Wales,no,0.4174,0.5725
966,environment/2025/jan/16/uk-farmland-being-contaminated-by-forever-chemicals-linked-to-cancers-report-finds,https://www.theguardian.com/environment/2025/jan/16/uk-farmland-being-contaminated-by-forever-chemicals-linked-to-cancers-report-finds,UK farmland being contaminated by ‘forever chemicals’ linked to cancers,no,0.7567,0.4486
967,uk-news/2023/mar/24/sage-warned-independent-sage-name-would-cause-confusion-patrick-vallance-david-king,https://www.theguardian.com/uk-news/2023/mar/24/sage-warned-independent-sage-name-would-cause-confusion-patrick-vallance-david-king,"Sage warned Independent Sage its name would cause confusion, says Vallance",no,0.6665,0.0784
968,politics/article/2024/aug/10/video-doorbells-cctv-facial-recognition-even-masked-rioters-could-end-up-in-court,https://www.theguardian.com/politics/article/2024/aug/10/video-doorbells-cctv-facial-recognition-even-masked-rioters-could-end-up-in-court,"Video doorbells, CCTV, facial recognition: how the police tracked UK rioters",no,0.4599,0.1922
969,australia-news/2024/nov/05/afternoon-update-harris-and-trumps-closing-arguments-dutton-cracks-whip-on-abortion-and-a-rival-to-moo-deng-ntwnfb,https://www.theguardian.com/australia-news/2024/nov/05/afternoon-update-harris-and-trumps-closing-arguments-dutton-cracks-whip-on-abortion-and-a-rival-to-moo-deng-ntwnfb,Afternoon Update: Harris and Trump’s closing arguments; Dutton cracks whip on abortion; and a rival to Moo Deng,no,0.2659,0.2406
970,business/2023/jul/29/natwest-chair-howard-davies-coutts-andrew-griffith-nigel-farage,https://www.theguardian.com/business/2023/jul/29/natwest-chair-howard-davies-coutts-andrew-griffith-nigel-farage,"NatWest chair quitting over Coutts row would not be ‘helpful’, says City minister",no,0.8452,0.1845
971,australia-news/2024/apr/22/synthetic-opioid-influx-australia-nitazines-helen-clark-former-nz-pm-melbourne-injecting-room,https://www.theguardian.com/australia-news/2024/apr/22/synthetic-opioid-influx-australia-nitazines-helen-clark-former-nz-pm-melbourne-injecting-room,Experts warn of influx of synthetic opioids amid calls for second Melbourne injecting room,no,0.5126,0.4535
972,global-development/2023/apr/27/i-dont-want-more-children-to-suffer-what-i-did-the-50-year-fight-to-clear-us-bombs-from-laos,https://www.theguardian.com/global-development/2023/apr/27/i-dont-want-more-children-to-suffer-what-i-did-the-50-year-fight-to-clear-us-bombs-from-laos,‘I don’t want more children to suffer what I did’: the 50-year fight to clear US bombs from Laos,no,0.5267,0.2065
973,theobserver/article/2024/aug/11/doctors-should-push-back-against-the-bmas-opposition-to-cass-review,https://www.theguardian.com/theobserver/article/2024/aug/11/doctors-should-push-back-against-the-bmas-opposition-to-cass-review,Doctors should push back against the BMA’s opposition to Cass review,no,0.427,0.3986
974,business/2024/jan/29/teesworks-review-criticises-freeport-project-secrecy-value-for-money-transparency,https://www.theguardian.com/business/2024/jan/29/teesworks-review-criticises-freeport-project-secrecy-value-for-money-transparency,Teesworks review criticises freeport project’s secrecy and value for money,no,0.5755,0.2843
975,environment/article/2024/jun/06/voters-must-demand-that-all-candidates-and-parties-commit-to-radical-action-on-the-climate-crisis,https://www.theguardian.com/environment/article/2024/jun/06/voters-must-demand-that-all-candidates-and-parties-commit-to-radical-action-on-the-climate-crisis,Voters must demand that all candidates and parties commit to radical action on the climate crisis | Letters,no,0.6289,0.5319
976,politics/article/2024/jun/24/tory-pledge-review-pylons-energy-bill-hike-experts,https://www.theguardian.com/politics/article/2024/jun/24/tory-pledge-review-pylons-energy-bill-hike-experts,"Tory pledge to review pylons could lead to energy bill hike, say experts",no,0.712,0.5083
977,australia-news/2023/may/09/australia-rethinks-quiet-diplomacy-tactic-as-cheng-lei-marks-1000-days-in-chinese-detention,https://www.theguardian.com/australia-news/2023/may/09/australia-rethinks-quiet-diplomacy-tactic-as-cheng-lei-marks-1000-days-in-chinese-detention,"Australia rethinks ‘quiet diplomacy’ tactic as Cheng Lei marks 1,000 days in Chinese detention",no,0.4504,0.2272
978,world/article/2024/jul/21/developing-countries-face-worst-debt-crisis-in-history-study-shows,https://www.theguardian.com/world/article/2024/jul/21/developing-countries-face-worst-debt-crisis-in-history-study-shows,"Developing countries face worst debt crisis in history, study shows",no,0.6884,0.4896
