article_idx,article_id,url,title,in_training,dominant_prob_seed42,companion_stability
540,society/2019/aug/14/uk-holiday-hunger-schemes-deprived-children-summer,https://www.theguardian.com/society/2019/aug/14/uk-holiday-hunger-schemes-deprived-children-summer,‘Every day we see really hungry kids. They shouldn’t be living like this’ | Tom Wall,no,0.7125,0.2099
541,uk-news/2019/jan/15/west-midlands-police-failing-to-report-thousands-of-crimes,https://www.theguardian.com/uk-news/2019/jan/15/west-midlands-police-failing-to-report-thousands-of-crimes,West Midlands police 'failing to report thousands of crimes',no,0.844,0.5725
542,world/2018/oct/13/saudi-arabia-khashoggi-chulov,https://www.theguardian.com/world/2018/oct/13/saudi-arabia-khashoggi-chulov,Can Saudi Arabia's ‘great reformer’ survive the death in the consulate?,no,0.3614,0.1742
543,law/2019/jul/26/rape-cases-charge-summons-prosecutions-victims-england-wales,https://www.theguardian.com/law/2019/jul/26/rape-cases-charge-summons-prosecutions-victims-england-wales,"Just 1.5% of all rape cases lead to charge or summons, data reveals",no,0.7401,0.5725
544,environment/2019/mar/27/us-china-soy-tariff-war-could-destroy-13-million-hectares-of-amazon-rainforest,https://www.theguardian.com/environment/2019/mar/27/us-china-soy-tariff-war-could-destroy-13-million-hectares-of-amazon-rainforest,US-China soy trade war could destroy 13 million hectares of rainforest,no,0.5004,0.3358
545,environment/2018/jun/06/pumped-hydro-projects-unveiled-as-tasmania-bids-to-be-battery-of-the-nation,https://www.theguardian.com/environment/2018/jun/06/pumped-hydro-projects-unveiled-as-tasmania-bids-to-be-battery-of-the-nation,Pumped hydro projects unveiled as Tasmania bids to be 'battery of the nation',no,0.5217,0.5083
546,world/2018/jul/18/organ-donation-we-can-break-taboos-among-british-bame-communities,https://www.theguardian.com/world/2018/jul/18/organ-donation-we-can-break-taboos-among-british-bame-communities,Organ donation: we can break taboos among British BAME communities,no,0.5278,0.1007
547,world/2018/oct/13/melania-trump-claims-of-victimhood-have-a-hollow-ring-week-in-patriarchy,https://www.theguardian.com/world/2018/oct/13/melania-trump-claims-of-victimhood-have-a-hollow-ring-week-in-patriarchy,Melania Trump claims of victimhood have a hollow ring,no,0.2804,0.2759
548,environment/2019/apr/01/insects-have-no-place-to-hide-from-climate-change-study-warns,https://www.theguardian.com/environment/2019/apr/01/insects-have-no-place-to-hide-from-climate-change-study-warns,"Insects have ‘no place to hide’ from climate change, study warns",no,0.4004,0.3476
549,politics/2019/jul/26/finding-redemption-far-from-the-opera-of-boris-johnson-coronation,https://www.theguardian.com/politics/2019/jul/26/finding-redemption-far-from-the-opera-of-boris-johnson-coronation,Finding redemption far from the opera of Boris Johnson's coronation | John Crace,no,0.3857,0.1773
550,uk-news/2018/may/09/uk-accused-flouting-human-rights-racialised-war-gangs,https://www.theguardian.com/uk-news/2018/may/09/uk-accused-flouting-human-rights-racialised-war-gangs,UK accused of flouting human rights in 'racialised' war on gangs,no,0.7237,0.3725
551,technology/2018/aug/09/implanted-medical-devices-hacking-risks-medtronic,https://www.theguardian.com/technology/2018/aug/09/implanted-medical-devices-hacking-risks-medtronic,"Hackable implanted medical devices could cause deaths, researchers say",no,0.4959,0.185
552,world/2019/feb/21/germany-still-paying-pensions-to-wartime-nazi-collaborators,https://www.theguardian.com/world/2019/feb/21/germany-still-paying-pensions-to-wartime-nazi-collaborators,Germany paying pensions to Nazi collaborators in UK and Belgium,no,0.4116,0.1399
553,uk-news/2016/aug/13/council-planners-must-inspire-public-sector-development-in-brexit-aftermath,https://www.theguardian.com/uk-news/2016/aug/13/council-planners-must-inspire-public-sector-development-in-brexit-aftermath,Council planners must ‘inspire public sector development’ in Brexit aftermath,no,0.3162,0.1549
554,us-news/2018/sep/21/trump-administration-poses-new-threat-to-birds-in-allowing-incidental-killings,https://www.theguardian.com/us-news/2018/sep/21/trump-administration-poses-new-threat-to-birds-in-allowing-incidental-killings,Trump administration poses new threat to birds in allowing ‘incidental’ killings,no,0.438,0.3551
555,money/2019/feb/02/oldies-are-pampered-we-should-offer-a-new-deal-to-the-young,https://www.theguardian.com/money/2019/feb/02/oldies-are-pampered-we-should-offer-a-new-deal-to-the-young,Oldies are pampered. We should offer a new deal to the young | Patrick Collinson,no,0.7547,0.3411
556,global-development/2019/jan/31/damning-report-calls-on-uk-to-come-clean-over-arms-exports-yemen,https://www.theguardian.com/global-development/2019/jan/31/damning-report-calls-on-uk-to-come-clean-over-arms-exports-yemen,Damning Yemen report calls on UK to come clean over arms exports,no,0.8977,0.0969
557,business/2018/apr/23/legalising-cannabis-adds-36bn-to-australian-economy-budget-office-says,https://www.theguardian.com/business/2018/apr/23/legalising-cannabis-adds-36bn-to-australian-economy-budget-office-says,"Legalising cannabis adds $3.6bn to Australian economy, budget office says",no,0.3885,0.1578
558,australia-news/2017/feb/20/indigenous-incarceration-turning-the-tide-on-colonisations-cruel-third-act,https://www.theguardian.com/australia-news/2017/feb/20/indigenous-incarceration-turning-the-tide-on-colonisations-cruel-third-act,Indigenous incarceration: turning the tide on colonisation's cruel third act,no,0.5545,0.2645
559,technology/2017/jul/05/sex-robots-promise-revolutionary-service-but-also-risks-says-study,https://www.theguardian.com/technology/2017/jul/05/sex-robots-promise-revolutionary-service-but-also-risks-says-study,"Sex robots promise 'revolutionary' service but also risks, says study",no,0.3413,0.1657
560,society/2017/oct/26/thriving-work-report-uk-mental-health-problems-forcing-thousands-out,https://www.theguardian.com/society/2017/oct/26/thriving-work-report-uk-mental-health-problems-forcing-thousands-out,Mental health problems are forcing thousands in UK out of work – report,no,0.4409,0.3714
561,australia-news/2018/sep/22/morrison-is-a-leader-in-a-hurry-but-not-to-end-the-disgrace-of-nauru,https://www.theguardian.com/australia-news/2018/sep/22/morrison-is-a-leader-in-a-hurry-but-not-to-end-the-disgrace-of-nauru,Morrison is a leader in a hurry – but not to end the disgrace of Nauru | Katharine Murphy,no,0.3519,0.1506
562,society/2019/feb/07/the-class-pay-gap-why-it-pays-to-be-privileged,https://www.theguardian.com/society/2019/feb/07/the-class-pay-gap-why-it-pays-to-be-privileged,The class pay gap: why it pays to be privileged,no,0.4772,0.0721
563,education/2018/jun/30/coalition-education-reform-academies-fuelling-inequality,https://www.theguardian.com/education/2018/jun/30/coalition-education-reform-academies-fuelling-inequality,Coalition education reforms ‘fuelled inequality in schools’,no,0.6999,0.4561
564,society/2018/nov/21/scrap-juries-in-rape-trials-labour-mp-ann-coffey,https://www.theguardian.com/society/2018/nov/21/scrap-juries-in-rape-trials-labour-mp-ann-coffey,"Scrap juries in rape trials, Labour MP suggests",no,0.6799,0.5725
565,healthcare-network/2018/jan/08/mental-health-support-in-schools,https://www.theguardian.com/healthcare-network/2018/jan/08/mental-health-support-in-schools,Mental health support in schools: 'Families don’t have to spend years on waiting lists',no,0.7674,0.3731
566,society/2019/jan/07/learning-to-deal-with-mental-health-issues,https://www.theguardian.com/society/2019/jan/07/learning-to-deal-with-mental-health-issues,Learning to deal with mental health issues | Letters,no,0.6959,0.3731
567,australia-news/2018/jul/04/david-leyonhjelm-is-milking-this-moment-rallying-his-supporters-with-offence,https://www.theguardian.com/australia-news/2018/jul/04/david-leyonhjelm-is-milking-this-moment-rallying-his-supporters-with-offence,"David Leyonhjelm is milking this moment, rallying his supporters with offence | Katharine Murphy",no,0.439,0.1187
568,australia-news/2018/may/18/australias-cut-to-healthcare-on-manus-island-inexplicable-amnesty-says,https://www.theguardian.com/australia-news/2018/may/18/australias-cut-to-healthcare-on-manus-island-inexplicable-amnesty-says,"Australia's cut to healthcare on Manus Island 'inexplicable', Amnesty says",no,0.5026,0.1675
569,australia-news/2016/nov/21/one-nation-senator-shoots-down-labor-bid-to-amend-anti-union-bills,https://www.theguardian.com/australia-news/2016/nov/21/one-nation-senator-shoots-down-labor-bid-to-amend-anti-union-bills,Senate passes union regulator bill after Coalition whistleblower concession,no,0.3499,0.2645
570,society/2018/jan/19/people-with-mental-illnesses-refused-access-to-insurance-cover,https://www.theguardian.com/society/2018/jan/19/people-with-mental-illnesses-refused-access-to-insurance-cover,People with mental illnesses refused access to insurance cover,no,0.4538,0.2352
571,society/2018/apr/24/bill-should-cover-drunken-sexual-assault-of-emergency-workers,https://www.theguardian.com/society/2018/apr/24/bill-should-cover-drunken-sexual-assault-of-emergency-workers,Bill should cover drunken sexual assault of emergency workers | Letters,no,0.414,0.1302
572,society/2018/oct/09/mental-health-patients-waiting-nhs-treatment-delays,https://www.theguardian.com/society/2018/oct/09/mental-health-patients-waiting-nhs-treatment-delays,Delays in NHS mental health treatment 'ruining lives',no,0.9378,0.3714
573,politics/2018/jun/17/europeans-caring-for-british-relatives-fear-brexit-expulsion-settled-status-delay-home-office,https://www.theguardian.com/politics/2018/jun/17/europeans-caring-for-british-relatives-fear-brexit-expulsion-settled-status-delay-home-office,EU nationals fear Brexit will tear carers from their families,no,0.3577,0.0473
574,education/2018/oct/12/my-university-forced-me-into-teaching-training-it-was-all-dry-eduspeak,https://www.theguardian.com/education/2018/oct/12/my-university-forced-me-into-teaching-training-it-was-all-dry-eduspeak,My university forced me into teaching training. It was all dry 'eduspeak' | Anonymous academic,no,0.3791,0.4635
575,global-development/2018/jun/27/weapons-costing-lives-in-deadly-wars-abroad-are-also-costing-jobs-at-home,https://www.theguardian.com/global-development/2018/jun/27/weapons-costing-lives-in-deadly-wars-abroad-are-also-costing-jobs-at-home,The arms trade needs moral balance – lives and livelihoods depend on it | Rod Austin,no,0.2633,0.1059
576,science/political-science/2018/jul/12/its-time-to-burst-the-biomedical-bubble-in-uk-research,https://www.theguardian.com/science/political-science/2018/jul/12/its-time-to-burst-the-biomedical-bubble-in-uk-research,It’s time to burst the biomedical bubble in UK research,no,0.5104,0.054
577,global-development/2019/may/17/reef-wipeout-three-surfers-fight-china-linked-mega-resort-in-fiji,https://www.theguardian.com/global-development/2019/may/17/reef-wipeout-three-surfers-fight-china-linked-mega-resort-in-fiji,Reef wipeout: surfers fight China-linked mega resort in Fiji,no,0.3713,0.1165
578,education/2018/mar/31/schools-funding-crisis-swing-election-teachers-union-conference-neu-nasuwt,https://www.theguardian.com/education/2018/mar/31/schools-funding-crisis-swing-election-teachers-union-conference-neu-nasuwt,"Schools funding crisis could swing election, union conference told",no,0.6005,0.2436
579,public-leaders-network/2016/jul/26/public-service-failures-doncaster-rotherham-mid-staffs,https://www.theguardian.com/public-leaders-network/2016/jul/26/public-service-failures-doncaster-rotherham-mid-staffs,Has government learned the vital lessons of public service failures?,no,0.2631,0.1671
580,australia-news/2018/jul/25/guards-to-be-trained-in-asphyxiation-risks-after-david-dungay-death-in-custody,https://www.theguardian.com/australia-news/2018/jul/25/guards-to-be-trained-in-asphyxiation-risks-after-david-dungay-death-in-custody,Guards to receive urgent training in asphyxiation risks after David Dungay death in custody,no,0.3314,0.4136
581,world/2018/jun/20/coalition-launches-inquiry-into-sexual-harassment-over-metoo-revelations,https://www.theguardian.com/world/2018/jun/20/coalition-launches-inquiry-into-sexual-harassment-over-metoo-revelations,Coalition launches inquiry into sexual harassment over #MeToo revelations,no,0.4776,0.1227
582,society/2019/may/02/end-to-aids-in-sight-as-huge-study-finds-drugs-stop-hiv-transmission,https://www.theguardian.com/society/2019/may/02/end-to-aids-in-sight-as-huge-study-finds-drugs-stop-hiv-transmission,End to Aids in sight as huge study finds drugs stop HIV transmission,no,0.3853,0.3706
583,uk-news/2018/jul/03/suspected-slavery-victims-traumatised-by-home-office-delays,https://www.theguardian.com/uk-news/2018/jul/03/suspected-slavery-victims-traumatised-by-home-office-delays,Suspected slavery victims traumatised by Home Office delays,no,0.7291,0.2037
584,business/2017/aug/03/government-loan-to-adani-could-be-tainted-by-interference-economists-say,https://www.theguardian.com/business/2017/aug/03/government-loan-to-adani-could-be-tainted-by-interference-economists-say,"Government loan to Adani could be tainted by interference, economists say",no,0.4784,0.2843
585,world/2018/jun/01/chinese-interference-in-new-zealand-at-critical-stage-says-canada-spy-report,https://www.theguardian.com/world/2018/jun/01/chinese-interference-in-new-zealand-at-critical-stage-says-canada-spy-report,"Chinese interference in New Zealand at 'critical' stage, says Canada spy report",no,0.9984,0.1599
586,education/2018/may/08/english-education-wild-west-1988-reform-act-schools,https://www.theguardian.com/education/2018/may/08/english-education-wild-west-1988-reform-act-schools,"After 30 years of ‘go compare’, English education is a wild west | Fiona Millar",no,0.3359,0.4561
587,australia-news/2018/may/12/turnbull-shorten-and-the-quest-for-the-winning-message,https://www.theguardian.com/australia-news/2018/may/12/turnbull-shorten-and-the-quest-for-the-winning-message,"Turnbull, Shorten and the quest for the winning message | Katharine Murphy",no,0.3066,0.2559
588,world/2018/sep/19/italian-womens-groups-fear-law-change-will-hurt-domestic-violence-victims,https://www.theguardian.com/world/2018/sep/19/italian-womens-groups-fear-law-change-will-hurt-domestic-violence-victims,Italian women's groups fear law change will hurt domestic violence victims,no,0.4231,0.3221
589,world/2017/jul/06/neo-nazi-gerhard-lauck-nebraska-antisemitism,https://www.theguardian.com/world/2017/jul/06/neo-nazi-gerhard-lauck-nebraska-antisemitism,The Farm Belt führer: the making of a neo-Nazi,no,0.6496,0.1462
590,global-development/2018/feb/12/foreign-aid-less-effective-than-expected-at-curbing-migration-study-says,https://www.theguardian.com/global-development/2018/feb/12/foreign-aid-less-effective-than-expected-at-curbing-migration-study-says,"Foreign aid 'less effective than expected' at curbing migration, study says",no,0.4219,0.0688
591,society/2024/sep/13/citizens-jury-backs-assisted-dying-terminally-ill-england,https://www.theguardian.com/society/2024/sep/13/citizens-jury-backs-assisted-dying-terminally-ill-england,Citizens’ jury in England backs assisted dying for terminally ill,yes,0.7044,0.1317
592,technology/2025/jan/07/uk-government-ai-military-drones-faculty-ai-artificial-intelligence,https://www.theguardian.com/technology/2025/jan/07/uk-government-ai-military-drones-faculty-ai-artificial-intelligence,British AI startup with government ties is developing tech for military drones,no,0.4841,0.1043
593,business/2025/aug/19/scrapping-of-audit-commission-england-councils-soaring-costs-chaos-report,https://www.theguardian.com/business/2025/aug/19/scrapping-of-audit-commission-england-councils-soaring-costs-chaos-report,Scrapping of audit watchdog for English councils ‘led to soaring costs and chaos’,no,0.634,0.3087
594,world/2025/may/08/amsterdam-sound-of-children-playing-not-a-valid-reason-for-complaint-say-experts,https://www.theguardian.com/world/2025/may/08/amsterdam-sound-of-children-playing-not-a-valid-reason-for-complaint-say-experts,"Amsterdam: sound of children playing not a valid reason for complaint, say experts",no,0.4138,0.1539
595,society/2025/jun/04/physician-associates-to-be-renamed-to-stop-them-being-mistaken-for-doctors,https://www.theguardian.com/society/2025/jun/04/physician-associates-to-be-renamed-to-stop-them-being-mistaken-for-doctors,Physician associates to be renamed to stop them being mistaken for doctors,no,0.6521,0.1994
596,australia-news/2025/jun/23/closing-the-gap-governments-leave-heavy-lifting-to-underresourced-aboriginal-groups-review-finds,https://www.theguardian.com/australia-news/2025/jun/23/closing-the-gap-governments-leave-heavy-lifting-to-underresourced-aboriginal-groups-review-finds,"Governments are leaving ‘heavy lifting’ on Closing the Gap to underresourced Aboriginal groups, review finds",no,0.447,0.0557
597,politics/2025/jun/30/uk-government-agency-not-accepting-evisas-as-id-from-job-applicants,https://www.theguardian.com/politics/2025/jun/30/uk-government-agency-not-accepting-evisas-as-id-from-job-applicants,UK government agency not accepting eVisas as ID from job applicants,no,0.546,0.144
598,australia-news/2025/jun/05/queenslands-puberty-blockers-review-panel-criticised-for-lacking-gender-experts-and-trans-lived-experience,https://www.theguardian.com/australia-news/2025/jun/05/queenslands-puberty-blockers-review-panel-criticised-for-lacking-gender-experts-and-trans-lived-experience,Queensland’s puberty blockers review panel criticised for lacking gender experts and trans lived experience,no,0.4848,0.1866
599,society/2025/jun/23/wes-streeting-announces-investigation-into-nhs-maternity-services,https://www.theguardian.com/society/2025/jun/23/wes-streeting-announces-investigation-into-nhs-maternity-services,Wes Streeting announces investigation into ‘failing’ NHS maternity services,no,0.5503,0.1237
600,australia-news/2025/mar/12/lnp-denies-using-cover-of-tropical-cyclone-alfred-to-scrap-independent-review-of-mining-lease-objections-ntwnfb,https://www.theguardian.com/australia-news/2025/mar/12/lnp-denies-using-cover-of-tropical-cyclone-alfred-to-scrap-independent-review-of-mining-lease-objections-ntwnfb,LNP denies using ‘cover’ of Tropical Cyclone Alfred to scrap independent review of mining lease objections,no,0.6654,0.279
601,education/2025/apr/30/gmc-approves-36-courses-to-teach-more-than-1000-nhs-physician-associates,https://www.theguardian.com/education/2025/apr/30/gmc-approves-36-courses-to-teach-more-than-1000-nhs-physician-associates,"GMC approves 36 courses to teach more than 1,000 NHS physician associates",no,0.7904,0.2894
602,uk-news/2024/apr/03/councils-demand-independent-review-of-arbitrary-levelling-up-schemes,https://www.theguardian.com/uk-news/2024/apr/03/councils-demand-independent-review-of-arbitrary-levelling-up-schemes,Councils demand independent review of ‘arbitrary’ levelling up schemes,no,0.6738,0.3087
603,australia-news/2025/may/21/sydney-trains-delays-fare-free-day-train-power-outage-nsw-transport,https://www.theguardian.com/australia-news/2025/may/21/sydney-trains-delays-fare-free-day-train-power-outage-nsw-transport,Sydney trains delays: Minns warns commuters to brace for long waits as city battles second evening of disruptions,no,0.9543,0.1106
604,us-news/2025/jun/27/supreme-court-ruling-obamacare-rfk-science,https://www.theguardian.com/us-news/2025/jun/27/supreme-court-ruling-obamacare-rfk-science,US supreme court ruling sets stage for more politicized science under RFK Jr,no,0.3725,0.2625
605,society/2025/feb/05/uk-childhood-mental-health-crisis-to-cost-1tn-in-lost-pay-study-finds,https://www.theguardian.com/society/2025/feb/05/uk-childhood-mental-health-crisis-to-cost-1tn-in-lost-pay-study-finds,"UK childhood mental health crisis to cost £1.1tn in lost pay, study finds",no,0.7077,0.3807
606,australia-news/2025/mar/25/traditional-owners-accuse-nt-government-of-treating-them-like-children-in-meeting-on-sacred-site-act-reform-ntwnfb,https://www.theguardian.com/australia-news/2025/mar/25/traditional-owners-accuse-nt-government-of-treating-them-like-children-in-meeting-on-sacred-site-act-reform-ntwnfb,Traditional owners accuse NT government of ‘treating them like children’ in meeting on sacred site act reform,no,0.5844,0.2321
607,us-news/2025/apr/26/rfk-jr-chronic-disease-covid,https://www.theguardian.com/us-news/2025/apr/26/rfk-jr-chronic-disease-covid,How ‘revenge of the Covid contrarians’ unleashed by RFK Jr puts broader vaccine advances at risk,no,0.5439,0.3846
608,australia-news/2025/feb/20/victoria-public-service-job-cuts-jacinta-allan-independent-review,https://www.theguardian.com/australia-news/2025/feb/20/victoria-public-service-job-cuts-jacinta-allan-independent-review,Victoria to axe thousands of public service jobs as treasurer warns of ‘difficult decisions’,no,0.5541,0.1991
609,education/2025/jul/03/schools-england-complex-changes-special-needs-pupils-review-says,https://www.theguardian.com/education/2025/jul/03/schools-england-complex-changes-special-needs-pupils-review-says,Schools in England ‘need complex changes’ to take more pupils with special needs,no,0.403,0.3854
610,australia-news/2025/feb/03/peter-dutton-abdul-nacer-benbrika-case-home-affairs-cleared-ntwnfb,https://www.theguardian.com/australia-news/2025/feb/03/peter-dutton-abdul-nacer-benbrika-case-home-affairs-cleared-ntwnfb,Peter Dutton and home affairs department cleared of wrongdoing in case involving Melbourne terrorist,no,0.503,0.2572
611,australia-news/2024/oct/29/labor-invasive-fire-ant-species-government-response,https://www.theguardian.com/australia-news/2024/oct/29/labor-invasive-fire-ant-species-government-response,"Labor has ‘pressed pause’ in fight to contain spread of fire ants, invasive species council says",no,0.4661,0.0915
612,society/2025/jun/02/police-launch-corporate-manslaughter-inquiry-into-nottingham-hospital-trust,https://www.theguardian.com/society/2025/jun/02/police-launch-corporate-manslaughter-inquiry-into-nottingham-hospital-trust,Police launch corporate manslaughter inquiry into Nottingham hospital trust,no,0.511,0.2082
613,society/article/2024/sep/06/estonia-prisons-uk-criminals,https://www.theguardian.com/society/article/2024/sep/06/estonia-prisons-uk-criminals,Ministers dismiss claim UK government may rent prison space in Estonia,no,0.5458,0.5725
614,australia-news/2024/nov/27/journalists-wont-be-criminalised-for-holding-some-australian-government-secrets-after-law-reforms,https://www.theguardian.com/australia-news/2024/nov/27/journalists-wont-be-criminalised-for-holding-some-australian-government-secrets-after-law-reforms,Journalists won’t be criminalised for holding some Australian government secrets after law reforms,no,0.3789,0.2603
615,society/2025/feb/11/plan-to-scrap-high-court-signoff-for-assisted-dying-wrong-direction-say-mps,https://www.theguardian.com/society/2025/feb/11/plan-to-scrap-high-court-signoff-for-assisted-dying-wrong-direction-say-mps,"Plan to scrap high court signoff for assisted dying sends bill in ‘wrong direction’, say MPs",no,0.6779,0.1
616,uk-news/2025/aug/10/farmers-fight-to-save-estate-at-heart-of-powys-welsh-speaking-community,https://www.theguardian.com/uk-news/2025/aug/10/farmers-fight-to-save-estate-at-heart-of-powys-welsh-speaking-community,Farmers fight to save estate at heart of Powys Welsh-speaking community,no,0.4433,0.1702
617,politics/2025/jul/05/no-10-regrets-cabinet-secretary-chris-wormald,https://www.theguardian.com/politics/2025/jul/05/no-10-regrets-cabinet-secretary-chris-wormald,"No 10 regrets choice of ‘insipid’ new cabinet secretary, sources say",no,0.6672,0.2983
618,australia-news/2025/feb/18/nacc-to-investigate-six-referrals-made-by-robodebt-royal-commission-ntwnfb,https://www.theguardian.com/australia-news/2025/feb/18/nacc-to-investigate-six-referrals-made-by-robodebt-royal-commission-ntwnfb,Nacc to investigate six referrals made by robodebt royal commission,no,0.9201,0.2755
619,australia-news/2025/feb/20/massa-family-toddler-death-northern-beaches-hospital-ntwnfb,https://www.theguardian.com/australia-news/2025/feb/20/massa-family-toddler-death-northern-beaches-hospital-ntwnfb,Sydney parents accuse Northern Beaches hospital of failures after their two-year-old waited three hours and later died,no,0.427,0.1452
620,world/2025/jul/20/pope-condemns-barbarity-of-israel-war-gaza,https://www.theguardian.com/world/2025/jul/20/pope-condemns-barbarity-of-israel-war-gaza,Pope condemns Gaza war’s ‘barbarity’ as 93 reported killed by Israeli fire while waiting for food,no,0.6008,0.1497
621,australia-news/2024/nov/27/albanese-government-announces-review-into-post-2030-renewables-strategy,https://www.theguardian.com/australia-news/2024/nov/27/albanese-government-announces-review-into-post-2030-renewables-strategy,Albanese government announces review into post-2030 renewables strategy,no,0.4146,0.5083
622,uk-news/2024/apr/03/levelling-up-what-has-the-government-spent-and-where,https://www.theguardian.com/uk-news/2024/apr/03/levelling-up-what-has-the-government-spent-and-where,Levelling up: what has the government spent – and where?,no,0.7468,0.2022
623,australia-news/2025/apr/12/boonji-astronaut-statue-controversy-perth-ntwnfb,https://www.theguardian.com/australia-news/2025/apr/12/boonji-astronaut-statue-controversy-perth-ntwnfb,‘Space junk’: huge astronaut statue coming to Perth park is one giant leap too far for many,no,0.51,0.0578
624,education/2025/mar/24/scottish-voters-split-over-free-tuition-as-university-financial-crisis-deepens,https://www.theguardian.com/education/2025/mar/24/scottish-voters-split-over-free-tuition-as-university-financial-crisis-deepens,Scottish voters split over free tuition as university financial crisis deepens,no,0.5063,0.1717
625,uk-news/2025/jul/15/afghan-resettlement-scheme-secret-superinjunction-explainer,https://www.theguardian.com/uk-news/2025/jul/15/afghan-resettlement-scheme-secret-superinjunction-explainer,What we know about the secret Afghan relocation scheme,no,0.3784,0.1172
626,australia-news/article/2024/jul/16/sydney-harbour-bridge-tunnel-toll-prices-west-report,https://www.theguardian.com/australia-news/article/2024/jul/16/sydney-harbour-bridge-tunnel-toll-prices-west-report,"Tolls should be higher on harbour bridge and tunnel to help cut prices in western Sydney, report says",no,0.8096,0.0979
627,media/2025/feb/27/bbc-creative-chief-charlotte-moore-to-leave-for-sony-job,https://www.theguardian.com/media/2025/feb/27/bbc-creative-chief-charlotte-moore-to-leave-for-sony-job,BBC apologises for ‘significant and damaging’ mistakes in Gaza film,no,0.5153,0.1638
628,us-news/2024/sep/16/oregon-doctor-sexual-abuse,https://www.theguardian.com/us-news/2024/sep/16/oregon-doctor-sexual-abuse,Women say they were failed by sexual abuse investigation of Oregon doctor,no,0.2964,0.5725
629,world/2024/nov/14/first-edition-nhs-league-tables-wes-streeting,https://www.theguardian.com/world/2024/nov/14/first-edition-nhs-league-tables-wes-streeting,Thursday briefing: Can Labour’s plan for league tables cure the ailing NHS?,no,0.3076,0.3466
630,society/2025/feb/27/ban-pornography-depicting-strangulation-review-urges-ministers,https://www.theguardian.com/society/2025/feb/27/ban-pornography-depicting-strangulation-review-urges-ministers,"Ban pornography depicting strangulation, review urges UK ministers",no,0.3523,0.3221
631,australia-news/article/2024/aug/08/victoria-premier-jacinta-allan-hospital-merge-rejection,https://www.theguardian.com/australia-news/article/2024/aug/08/victoria-premier-jacinta-allan-hospital-merge-rejection,Victorian government rejects expert advice to forcibly merge hospital services,yes,0.3809,0.1598
632,society/2025/aug/09/foreign-criminals-tried-uk-deported-immediately-new-plans,https://www.theguardian.com/society/2025/aug/09/foreign-criminals-tried-uk-deported-immediately-new-plans,Foreign criminals convicted in UK to be deported immediately under new plans,no,0.5899,0.5725
633,society/2025/may/01/assisted-dying-impact-assessment-save-money-parts-nhs,https://www.theguardian.com/society/2025/may/01/assisted-dying-impact-assessment-save-money-parts-nhs,Assisted dying impact assessment to put price on enacting change in England and Wales,no,0.7282,0.0463
634,us-news/2025/jun/13/eight-new-cdc-vaccine-advisers-robert-f-kennedy,https://www.theguardian.com/us-news/2025/jun/13/eight-new-cdc-vaccine-advisers-robert-f-kennedy,Who are the eight new vaccine advisers appointed by Robert F Kennedy?,no,0.6077,0.3846
635,australia-news/2024/nov/22/nsw-anonymous-gambling-laws-pokies-poker-machines-2028-leaked-report-ntwnfb,https://www.theguardian.com/australia-news/2024/nov/22/nsw-anonymous-gambling-laws-pokies-poker-machines-2028-leaked-report-ntwnfb,"Anonymous gambling should be allowed in NSW until 2028, leaked report from government panel says",no,0.4745,0.129
636,politics/2025/jul/13/darren-jones-labour-treasury-chief-secretary-child-poverty-plan,https://www.theguardian.com/politics/2025/jul/13/darren-jones-labour-treasury-chief-secretary-child-poverty-plan,‘It’s very personal to me’: Darren Jones on his £500m plan to fight child poverty,no,0.4238,0.3087
637,society/2024/nov/18/labour-ready-to-show-it-is-serious-about-child-social-care-reform,https://www.theguardian.com/society/2024/nov/18/labour-ready-to-show-it-is-serious-about-child-social-care-reform,Labour ready to show it is serious about child social care reform,no,0.7822,0.182
638,theobserver/2024/dec/29/churches-of-all-types-cannot-be-allowed-to-be-self-policing,https://www.theguardian.com/theobserver/2024/dec/29/churches-of-all-types-cannot-be-allowed-to-be-self-policing,Churches of all types cannot be allowed to be self-policing,no,0.3035,0.169
639,society/2025/jan/10/all-eyes-are-on-glasgow-uk-first-legal-drug-consumption-room-ready-open,https://www.theguardian.com/society/2025/jan/10/all-eyes-are-on-glasgow-uk-first-legal-drug-consumption-room-ready-open,‘All eyes are on Glasgow’: UK’s first legal drug consumption room ready to open,no,0.3392,0.2482
640,society/2025/jan/08/tories-push-for-new-grooming-inquiry-child-safety-bill-bridget-phillipson,https://www.theguardian.com/society/2025/jan/08/tories-push-for-new-grooming-inquiry-child-safety-bill-bridget-phillipson,"Tories’ push for new grooming inquiry would ‘kill’ child safety bill, says Phillipson",no,0.6599,0.1572
641,society/2025/jul/17/ministers-urged-to-overhaul-and-raise-carers-allowance,https://www.theguardian.com/society/2025/jul/17/ministers-urged-to-overhaul-and-raise-carers-allowance,Ministers urged to overhaul and raise carer’s allowance,no,0.8736,0.2744
642,media/2025/apr/17/no-breach-found-after-news-corp-tabloids-splashed-on-undisclosed-advertorial-gassing-up-fossil-fuel-ntwnfb,https://www.theguardian.com/media/2025/apr/17/no-breach-found-after-news-corp-tabloids-splashed-on-undisclosed-advertorial-gassing-up-fossil-fuel-ntwnfb,"Nothing to see here, Press Council says after News Corp tabloids’ front-page undisclosed advertorial gassing up fossil f",no,0.3449,0.1299
